question,prompt,generated_text,pred_answer,gold_answer,is_correct
"When he was asked about the most important thing he had done in life at a presentation, the author    _   .","Question: When he was asked about the most important thing he had done in life at a presentation, the author    _   . 

Options:
A) felt it was not an interesting question
B) thought for a while and spoke his mind
C) gave an answer from a lawyer's point of view
D) didn't give the real answer

Choose the correct answer and conclude with 'The answer is: <A/B/C/D>'. 

Answer: ","Question: When he was asked about the most important thing he had done in life at a presentation, the author    _   . 

Options:
A) felt it was not an interesting question
B) thought for a while and spoke his mind
C) gave an answer from a lawyer's point of view
D) didn't give the real answer

Choose the correct answer and conclude with 'The answer is: <A/B/C/D>'. 

Answer:  B",B,D,False
"When he saw his friend rush to the hospital, the author could not decide whether to follow mainly because he thought    _   .","Question: When he saw his friend rush to the hospital, the author could not decide whether to follow mainly because he thought    _   . 

Options:
A) he had to stay with his family
B) his friend did not need his help.
C) he would not be of much help
D) the baby would be in the doctor's care

Choose the correct answer and conclude with 'The answer is: <A/B/C/D>'. 

Answer: ","Question: When he saw his friend rush to the hospital, the author could not decide whether to follow mainly because he thought    _   . 

Options:
A) he had to stay with his family
B) his friend did not need his help.
C) he would not be of much help
D) the baby would be in the doctor's care

Choose the correct answer and conclude with 'The answer is: <A/B/C/D>'. 

Answer:  B",B,C,False
What can we infer from the author's description of the scene at the hospital?,"Question: What can we infer from the author's description of the scene at the hospital? 

Options:
A) He found out that he was in the way.
B) He would have felt guilty if he had not been there.
C) He regretted that he went too late.
D) His friend would have felt better if he had not been there.

Choose the correct answer and conclude with 'The answer is: <A/B/C/D>'. 

Answer: ","Question: What can we infer from the author's description of the scene at the hospital? 

Options:
A) He found out that he was in the way.
B) He would have felt guilty if he had not been there.
C) He regretted that he went too late.
D) His friend would have felt better if he had not been there.

Choose the correct answer and conclude with 'The answer is: <A/B/C/D>'. 

Answer:  C",C,B,False
Which of the following is conveyed in this story?,"Question: Which of the following is conveyed in this story? 

Options:
A) Family and relatives can not take the place of friends.
B) More people are a great comfort when one is in trouble.
C) It is best to be here when someone needs you.
D) You can certainly help a friend if you want to.

Choose the correct answer and conclude with 'The answer is: <A/B/C/D>'. 

Answer: ","Question: Which of the following is conveyed in this story? 

Options:
A) Family and relatives can not take the place of friends.
B) More people are a great comfort when one is in trouble.
C) It is best to be here when someone needs you.
D) You can certainly help a friend if you want to.

Choose the correct answer and conclude with 'The answer is: <A/B/C/D>'. 

Answer:  A",A,C,False
The author learned from his own experience that   _   .,"Question: The author learned from his own experience that   _   . 

Options:
A) what is taught in school is usually of no use.
B) a lawyer cannot learn much in classrooms
C) a lawyer should know people's feeling first
D) he needs to be able to feel as well as think logically

Choose the correct answer and conclude with 'The answer is: <A/B/C/D>'. 

Answer: ","Question: The author learned from his own experience that   _   . 

Options:
A) what is taught in school is usually of no use.
B) a lawyer cannot learn much in classrooms
C) a lawyer should know people's feeling first
D) he needs to be able to feel as well as think logically

Choose the correct answer and conclude with 'The answer is: <A/B/C/D>'. 

Answer:  C",C,D,False
"In this passage, ""needles"" refers to   _  .","Question: In this passage, ""needles"" refers to   _  . 

Options:
A) small, thin pieces of steel.
B) long, thin pieces of branches.
C) small pointed growth on the stem  of a plant.
D) small, thin pieces of sticks.

Choose the correct answer and conclude with 'The answer is: <A/B/C/D>'. 

Answer: ","Question: In this passage, ""needles"" refers to   _  . 

Options:
A) small, thin pieces of steel.
B) long, thin pieces of branches.
C) small pointed growth on the stem  of a plant.
D) small, thin pieces of sticks.

Choose the correct answer and conclude with 'The answer is: <A/B/C/D>'. 

Answer:  D",D,C,False
Which of the following is NOT true?,"Question: Which of the following is NOT true? 

Options:
A) The greatest desert makers are humans.
B) There aren't any living things in the deserts.
C) Deserts have been growing quickly.
D) The size of the deserts is always changing.

Choose the correct answer and conclude with 'The answer is: <A/B/C/D>'. 

Answer: ","Question: Which of the following is NOT true? 

Options:
A) The greatest desert makers are humans.
B) There aren't any living things in the deserts.
C) Deserts have been growing quickly.
D) The size of the deserts is always changing.

Choose the correct answer and conclude with 'The answer is: <A/B/C/D>'. 

Answer:  D",D,B,False
People in some countries are fighting a battle against   _  .,"Question: People in some countries are fighting a battle against   _  . 

Options:
A) the growth of deserts
B) the disappearance of desert plants
C) natural changes
D) congenital climate

Choose the correct answer and conclude with 'The answer is: <A/B/C/D>'. 

Answer: ","Question: People in some countries are fighting a battle against   _  . 

Options:
A) the growth of deserts
B) the disappearance of desert plants
C) natural changes
D) congenital climate

Choose the correct answer and conclude with 'The answer is: <A/B/C/D>'. 

Answer:  B",B,A,False
We can guess that Mauritania and Algeria belong to   _  .,"Question: We can guess that Mauritania and Algeria belong to   _  . 

Options:
A) Asian countries
B) American countries
C) European counties
D) African countries

Choose the correct answer and conclude with 'The answer is: <A/B/C/D>'. 

Answer: ","Question: We can guess that Mauritania and Algeria belong to   _  . 

Options:
A) Asian countries
B) American countries
C) European counties
D) African countries

Choose the correct answer and conclude with 'The answer is: <A/B/C/D>'. 

Answer:  A",A,D,False
Choose the sentence which best gives the main idea of the passage.,"Question: Choose the sentence which best gives the main idea of the passage. 

Options:
A) The deserts of the world are always changing.
B) Man is to take measures to control the growth of the world's deserts.
C) Deserts are lands of silence and space.
D) Deserts have grown at a fast pace in the past 10 years.

Choose the correct answer and conclude with 'The answer is: <A/B/C/D>'. 

Answer: ","Question: Choose the sentence which best gives the main idea of the passage. 

Options:
A) The deserts of the world are always changing.
B) Man is to take measures to control the growth of the world's deserts.
C) Deserts are lands of silence and space.
D) Deserts have grown at a fast pace in the past 10 years.

Choose the correct answer and conclude with 'The answer is: <A/B/C/D>'. 

Answer:  D",D,B,False
What is the main idea of the passage?,"Question: What is the main idea of the passage? 

Options:
A) Nelson Mandela's life in the prison.
B) The achievements of Nelson Mandela.
C) Nelson Mandela's hobbies and career.
D) Unknown things about Nelson Mandela.

Choose the correct answer and conclude with 'The answer is: <A/B/C/D>'. 

Answer: ","Question: What is the main idea of the passage? 

Options:
A) Nelson Mandela's life in the prison.
B) The achievements of Nelson Mandela.
C) Nelson Mandela's hobbies and career.
D) Unknown things about Nelson Mandela.

Choose the correct answer and conclude with 'The answer is: <A/B/C/D>'. 

Answer:  D",D,D,True
